title,author,author_gender
Ishmael,Daniel Quinn,male
Acheron (Dark-Hunter #14),Sherrilyn Kenyon,female
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,female
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,female
Lady Chatterley's Lover,D.H. Lawrence,male
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,female
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,Unknown
"You Are Special (Wemmicksville, #1)",Max Lucado,male
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",Benjamin Alire Sáenz,male
"Swann's Way (In Search of Lost Time, #1)",Marcel Proust,male
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,female
Much Ado About Nothing,William Shakespeare,male
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,Unknown
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,Unknown
Being and Time,Martin Heidegger,male
The Elephant Tree,R.D. Ronald,Unknown
Cutting for Stone,Abraham   Verghese,male
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,female
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,female
Invisible Monsters,Chuck Palahniuk,male
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,female
The Glass Menagerie,Tennessee Williams,male
Nine Stories,J.D. Salinger,male
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,male
The Last Lecture,Randy Pausch,male
Mistress Suffragette,Diana   Forbes,female
"Sabriel (Abhorsen,  #1)",Garth Nix,male
"The Elite (The Selection, #2)",Kiera Cass,Unknown
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,female
Twelfth Night,William Shakespeare,male
I Capture the Castle,Dodie Smith,female
The Hours,Michael Cunningham,Unknown
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,female
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,Unknown
"World Without End (Kingsbridge, #2)",Ken Follett,male
"Hunted (House of Night, #5)",P.C. Cast,female
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,female
"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar,Unknown
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,male
Far From the Madding Crowd,Thomas Hardy,male
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,male
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,female
"Red Queen (Red Queen, #1)",Victoria Aveyard,Unknown
"Slammed (Slammed, #1)",Colleen Hoover,Unknown
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,Unknown
All the Bright Places,Jennifer Niven,Unknown
Interpreter of Maladies,Jhumpa Lahiri,female
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,female
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,male
No Country for Old Men,Cormac McCarthy,male
The Merchant of Venice,William Shakespeare,male
Cyrano de Bergerac,Edmond Rostand,male
Persuasion,Jane Austen,female
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,Unknown
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,male
Hyperion (Hyperion Cantos #1),Dan Simmons,male
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,female
The Westing Game,Ellen Raskin,female
Julius Caesar,William Shakespeare,male
All the King's Men,Robert Penn Warren,male
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,female
A Christmas Carol,Charles Dickens,male
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,female
Peace Like a River,Leif Enger,male
"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,female
Mythology,Edith Hamilton,female
"Poison Study (Study, #1)",Maria V. Snyder,female
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,male
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,male
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,female
The Art of War,Sun Tzu,Unknown
"The Secret (The Secret, #1)",Rhonda Byrne,female
We Need to Talk About Kevin,Lionel Shriver,Unknown
We Were Liars,E. Lockhart,Unknown
"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,male
Before I Fall,Lauren Oliver,female
"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,male
The Memory Keeper's Daughter,Kim Edwards,female
"Left Behind (Left Behind, #1)",Tim LaHaye,male
The Goldfinch,Donna Tartt,female
The Wasp Factory,Iain Banks,male
"The Talisman (The Talisman, #1)",Stephen King,male
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,male
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,female
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,male
Foucault's Pendulum,Umberto Eco,male
"Where She Went (If I Stay, #2)",Gayle Forman,female
"Shadowfever (Fever, #5)",Karen Marie Moning,female
Seabiscuit: An American Legend,Laura Hillenbrand,female
A Monster Calls,Patrick Ness,male
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,male
"Gone (Gone, #1)",Michael  Grant,Unknown
The History of Love,Nicole Krauss,female
Native Son,Richard Wright,male
The Blind Assassin,Margaret Atwood,female
"Darkfever (Fever, #1)",Karen Marie Moning,female
I Am Legend and Other Stories,Richard Matheson,male
The Zombie Room,R.D. Ronald,Unknown
"The Scorch Trials (The Maze Runner, #2)",James Dashner,Unknown
"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,male
If on a Winter's Night a Traveler,Italo Calvino,male
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,male
"Pretties (Uglies, #2)",Scott Westerfeld,Unknown
Possession,A.S. Byatt,female
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,Unknown
A People's History of the United States,Howard Zinn,male
"Oedipus Rex  (The Theban Plays, #1)",Sophocles,male
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,Unknown
House of Sand and Fog,Andre Dubus III,male
John Adams,David McCullough,Unknown
"Champion (Legend, #3)",Marie Lu,Unknown
A Wizard of Earthsea,Ursula K. Le Guin,female
The Haunting of Hill House,Shirley Jackson,female
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,female
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,female
Sense and Sensibility,Jane Austen,female
A Brief History of Time,Stephen Hawking,male
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,Unknown
"Tempted (House of Night, #6)",P.C. Cast,female
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,Unknown
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,female
Gravity's Rainbow,Thomas Pynchon,male
The Night Before Christmas,Clement C. Moore,male
The Left Hand of Darkness (Hainish Cycle #4),Ursula K. Le Guin,female
1Q84,Haruki Murakami,male
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,female
Night  (The Night Trilogy #1),Elie Wiesel,male
Brainwalker,Robyn Mundell,Unknown
The Magus,John Fowles,male
"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,Unknown
"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,male
Matching Configurations: QUANTUM ROOTS III,Kyle Keyes,male
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,female
Prodigal Summer,Barbara Kingsolver,female
"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,male
"Inferno (Robert Langdon, #4)",Dan Brown,male
Corelli's Mandolin,Louis de Bernières,male
انتحار فاشل,أحمد جمال الدين رمضان,Unknown
Papillon,Henri Charrière,male
A Heartbreaking Work of Staggering Genius,Dave Eggers,male
The Book of Mormon: Another Testament of Jesus Christ,Anonymous,Unknown
Message in a Bottle,Nicholas Sparks,male
"Love Story (Love Story, #1)",Erich Segal,Unknown
The Power of Myth,Joseph Campbell,male
Grimm's Fairy Tales,Jacob Grimm,male
"The Fiery Cross (Outlander, #5)",Diana Gabaldon,Unknown
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,male
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,female
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,Unknown
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,female
"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,Unknown
Jitterbug Perfume,Tom Robbins,Unknown
Howl and Other Poems,Allen Ginsberg,male
I'll Give You the Sun,Jandy Nelson,female
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,Unknown
Veronika Decides to Die,Paulo Coelho,male
"Princess Academy (Princess Academy, #1)",Shannon Hale,Unknown
The Elegance of the Hedgehog,Muriel Barbery,female
"Prodigy (Legend, #2)",Marie Lu,Unknown
The Sirens of Titan,Kurt Vonnegut Jr.,male
العصبي,أحمد جمال الدين رمضان,Unknown
Watchers,Dean Koontz,male
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,female
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,male
The Aeneid,Virgil,male
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,female
"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,male
Cosmos,Carl Sagan,male
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,female
Walk Two Moons,Sharon Creech,Unknown
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,male
The Witch of Blackbird Pond,Elizabeth George Speare,female
The Shell Seekers,Rosamunde Pilcher,female
The Magic Mountain,Thomas Mann,male
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,male
"Odd Thomas (Odd Thomas, #1)",Dean Koontz,male
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,female
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,female
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,female
The Corrections,Jonathan Franzen,Unknown
Angle of Repose,Wallace Stegner,male
Ivanhoe,Walter Scott,male
One Day,David Nicholls,male
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,male
"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,female
Under the Dome,Stephen King,male
Geek Love,Katherine Dunn,Unknown
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,female
"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,Unknown
Cryptonomicon,Neal Stephenson,Unknown
"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,male
Because of Winn-Dixie,Kate DiCamillo,female
The Bluest Eye,Toni Morrison,female
The Story of My Life,Helen Keller,female
The Jungle Books,Rudyard Kipling,male
Digital Fortress,Dan Brown,male
My Name Is Asher Lev,Chaim Potok,male
Anthem,Ayn Rand,female
"Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)",Jules Verne,male
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,female
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,male
Song of Solomon,Toni Morrison,female
The Portrait of a Lady,Henry James,male
The Namesake,Jhumpa Lahiri,female
Jude the Obscure,Thomas Hardy,male
Collected Fictions,Jorge Luis Borges,male
Emma,Jane Austen,female
The Song of Achilles,Madeline Miller,female
"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,male
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,male
The Girl on the Train,Paula Hawkins,Unknown
Choke,Chuck Palahniuk,male
"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,male
Gift from the Sea,Anne Morrow Lindbergh,female
"The Awakening (Darkest Powers, #2)",Kelley Armstrong,female
"Antigone (The Theban Plays, #3)",Sophocles,male
"Fire (Graceling Realm, #2)",Kristin Cashore,Unknown
"Mary Poppins (Mary Poppins, #1)",P.L. Travers,female
"Death on the Nile (Hercule Poirot, #17)",Agatha Christie,female
Macbeth,William Shakespeare,male
It's Kind of a Funny Story,Ned Vizzini,male
"The Death Cure (The Maze Runner, #3)",James Dashner,Unknown
"Finale (Hush, Hush, #4)",Becca Fitzpatrick,female
"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,male
"Carry On (Simon Snow, #1)",Rainbow Rowell,female
Howards End,E.M. Forster,male
"The Reckoning (Darkest Powers, #3)",Kelley Armstrong,female
How to Win Friends and Influence People,Dale Carnegie,male
گم شده ای در مه,سید مرتضی مصطفوی,Unknown
Ficciones,Jorge Luis Borges,male
Still Alice,Lisa Genova,female
Cold Sassy Tree,Olive Ann Burns,female
The Gargoyle,Andrew Davidson,male
"Small Gods (Discworld, #13)",Terry Pratchett,male
Battle Royale,Koushun Takami,male
The Nightingale,Kristin Hannah,Unknown
An Abundance of Katherines,John Green,male
"Red Rising (Red Rising Saga, #1)",Pierce Brown,Unknown
The Moon is a Harsh Mistress,Robert A. Heinlein,male
"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,male
Tender Is the Night,F. Scott Fitzgerald,male
The Sorrows of Young Werther,Johann Wolfgang von Goethe,male
Holy Bible: King James Version,Anonymous,Unknown
The Poetry of Robert Frost,Robert Frost,male
Revolutionary Road,Richard Yates,male
"Dreamfever (Fever, #4)",Karen Marie Moning,female
"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard,Unknown
Starship Troopers,Robert A. Heinlein,male
"Forrest Gump (Forrest Gump, #1)",Winston Groom,male
Dandelion Wine,Ray Bradbury,male
The Ocean at the End of the Lane,Neil Gaiman,Unknown
The Awakening: Fate in Motion,Suzanne Boisvert,Unknown
"Reflected in You (Crossfire, #2)",Sylvia Day,female
"The Passage (The Passage, #1)",Justin Cronin,male
"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier,female
"Specials (Uglies, #3)",Scott Westerfeld,Unknown
I Am the Messenger,Markus Zusak,Unknown
Ethan Frome,Edith Wharton,female
Survivor,Chuck Palahniuk,male
Wild Swans: Three Daughters of China,Jung Chang,female
"Walking Disaster (Beautiful, #2)",Jamie McGuire,female
The Sea of Tranquility,Katja Millay,female
The Invention of Hugo Cabret,Brian Selznick,Unknown
The Forgotten Garden,Kate Morton,female
The Hotel New Hampshire,John Irving,male
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,male
On Writing: A Memoir of the Craft,Stephen King,male
Exodus,Leon Uris,male
Nausea,Jean-Paul Sartre,male
"Kane and Abel (Kane and Abel, #1)",Jeffrey Archer,male
Pale Fire,Vladimir Nabokov,male
"The Golden Lily (Bloodlines, #2)",Richelle Mead,female
"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,male
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,male
"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,female
A Million Little Pieces,James Frey,male
"Burned (House of Night, #7)",P.C. Cast,female
"The Sparrow (The Sparrow, #1)",Mary Doria Russell,female
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,female
"One Foot in the Grave (Night Huntress, #2)",Jeaniene Frost,female
"Absalom, Absalom!",William Faulkner,male
"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,female
"Crank (Crank, #1)",Ellen Hopkins,female
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,Unknown
Factotum,Charles Bukowski,male
"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward,female
Requiem for a Dream,Hubert Selby Jr.,male
Quantum Roots,Kyle Keyes,male
Christy,Catherine Marshall,female
Mystic River,Dennis Lehane,Unknown
Shutter Island,Dennis Lehane,Unknown
The Bridges of Madison County,Robert James Waller,male
The Lucky One,Nicholas Sparks,male
House of Leaves,Mark Z. Danielewski,male
The Agony and the Ecstasy,Irving Stone,male
Holy Bible: New International Version,Anonymous,Unknown
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,male
The Glass Castle,Jeannette Walls,female
"The Wedding (The Notebook, #2)",Nicholas Sparks,male
"84, Charing Cross Road",Helene Hanff,female
"Night World, No. 1 (Night World, #1-3)",L.J. Smith,female
"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson,male
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,female
Lunar Park,Bret Easton Ellis,male
How Green Was My Valley,Richard Llewellyn,male
Sometimes a Great Notion,Ken Kesey,male
"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,female
"Opal (Lux, #3)",Jennifer L. Armentrout,female
"Around the World in Eighty Days (Extraordinary Voyages, #11)",Jules Verne,male
"Pandemonium (Delirium, #2)",Lauren Oliver,female
"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,male
"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,female
"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,male
A Connecticut Yankee in King Arthur's Court,Mark Twain,male
"The Dark Tower (The Dark Tower, #7)",Stephen King,male
Where the Heart Is,Billie Letts,Unknown
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,female
The Bonfire of the Vanities,Tom Wolfe,male
"Easy (Contours of the Heart, #1)",Tammara Webber,Unknown
"Thoughtless (Thoughtless, #1)",S.C. Stephens,female
The Story of Edgar Sawtelle,David Wroblewski,male
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,male
A Moveable Feast,Ernest Hemingway,male
"Mort (Death, #1; Discworld, #4)",Terry Pratchett,male
The Fall,Albert Camus,male
"Fablehaven (Fablehaven, #1)",Brandon Mull,male
The Long Walk,Richard Bachman,male
"The Awakening / The Struggle (The Vampire Diaries, #1-2)",L.J. Smith,female
Orlando,Virginia Woolf,female
Beach Music,Pat Conroy,male
Naked Lunch,William S. Burroughs,male
This Lullaby,Sarah Dessen,Unknown
Fantasy Lover (Hunter Legends Series #1),Sherrilyn Kenyon,female
On the Beach,Nevil Shute,male
Shakespeare's Sonnets,William Shakespeare,male
"Faefever (Fever, #3)",Karen Marie Moning,female
"Roll of Thunder, Hear My Cry (Logans, #4)",Mildred D. Taylor,female
Deception Point,Dan Brown,male
The Pact,Jodi Picoult,female
"Bitten (Otherworld, #1)",Kelley Armstrong,female
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,male
"Passion (Fallen, #3)",Lauren Kate,female
"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris,female
"Will Grayson, Will Grayson",John Green,male
